p1_0,p1_1,p1_2,p1_3,p2_0,p2_1,p2_2,p2_3,an_event
21561,25948,27165,10745,6276,28765,27094,16809,-3055443079
17029,732,2445,5471,25567,8078,12740,15562,626303992
24178,5496,9171,11801,19835,18248,22348,22078,-172453739
16755,21422,4517,17982,27038,18878,8699,3624,-111707777
28313,4079,22885,2883,16392,21984,10519,11162,203034083
11638,19706,9833,26864,10003,30920,4518,2685,-1218929343
18990,26507,10992,23289,26504,10080,19039,6033,-227349080
29381,28387,10640,30350,16501,31097,13382,28135,-2788474705
20764,13955,10566,11201,21187,10378,16901,32198,-488291528
19665,29128,2061,562,4756,10876,23377,11536,-555899507
6957,295,24511,13635,31229,28555,13780,20476,-816287488
19648,32713,2097,19944,1587,23575,18001,30655,-2778376056
3310,32207,17848,26348,31017,4387,13273,1343,-621860821
7137,5946,22373,26782,17621,22420,11614,32308,-2265351773
30518,12605,11068,2033,5321,23254,5511,20150,-465414958
15620,30413,30394,7768,3830,8009,2677,16915,-793059150
23820,31749,7933,26408,1299,20395,4113,19731,-2340555500
10735,1216,27270,11329,27521,24834,10866,5476,-186268323
14008,8495,23131,15493,965,27755,24116,1219,-1597991004
17857,12126,28806,30127,6283,14631,7309,12018,-1275692295
30369,16828,22546,21754,27874,28308,1151,14465,59001533
5300,279,3595,18323,26276,7825,24574,15245,-461226949
32002,27484,24653,3304,13517,21134,24718,20338,-1649741184
31267,8403,1777,24452,7078,1177,26298,18799,-589987847
7492,31977,25265,6579,2012,30706,21180,6307,-3086858358
133,12272,27975,24854,24046,24505,29069,20471,-3239061921
3614,23134,12682,18846,32651,12226,16802,11434,-1186834383
111,24819,14505,32159,20961,19654,4753,15815,-2126028157
3911,6950,11895,14637,21701,18095,23032,4723,-767991508
30400,12896,4359,4518,24303,28994,16549,12315,474214740
17817,2723,21307,17759,20059,14022,12076,10111,-235362328
15730,18947,891,2957,8992,3519,15964,25386,-29103626
8771,27904,6000,28600,25694,16500,13456,20066,-1779393297
24061,15623,25962,26199,3436,19134,18411,9241,-1872731259
9285,4341,10240,12090,26577,4227,7235,19377,-159896454
29742,13592,28608,18517,23920,10149,3176,22444,134022948
26590,14206,30464,31021,15692,23516,4222,14963,-1019252540
25109,11416,20202,390,25067,2645,2859,20995,1066519395
26099,908,6006,4642,26073,5030,1300,4907,1290601779
4176,11988,16991,5184,18835,27444,17785,1423,-1119862988
32201,17294,18404,30953,13008,32690,26607,6855,-1696669292
4796,8273,32067,2021,4154,22495,26853,10086,-2095335681
13069,26889,29472,20490,13326,6168,22215,4752,-1487623337
27498,27927,8169,20770,25271,29234,13565,23292,-1432257546
18933,16107,364,24972,21756,16714,18011,2430,150882633
28612,30757,14662,4154,6440,8178,2777,15052,-341053756
26925,2878,18464,31759,15748,22665,11625,15859,-719102027
19772,2181,31346,14593,14418,17692,20525,11930,-1141972243
11555,537,7146,26202,32147,6382,12470,21490,-568343001
9353,30971,12178,11883,30487,19320,22340,13619,-1494259851
10239,13117,32590,21565,10311,8693,23245,21942,-2478389118
3199,250,1124,16668,24904,6793,22446,8331,-172263775
9749,10271,16717,1613,25426,21770,14224,27674,-516331542
2697,24616,9910,25778,22741,26426,15426,11313,-2067358919
16925,30590,9796,11016,9398,4849,27998,8632,-717302342
11459,32543,21882,8346,24046,1107,23959,6862,-684063852
25195,31523,27174,2015,12364,10479,2537,28226,-289331245
2384,5606,9708,18400,30817,4386,24029,7155,-632135949
10538,27639,10187,19644,18623,22916,29237,24774,-2443259494
3545,5021,17051,17229,7645,1359,11400,24895,-1206068625
14158,4033,6830,15015,14225,19382,25679,23400,-807040812
27452,32471,9452,20473,22888,20259,6384,27578,-1308967525
6730,4562,29774,31604,12225,30689,12470,20273,-2139448607
21358,1121,1354,8800,21261,4536,10625,21544,490023197
24420,21901,32028,13057,23075,9457,22279,18566,-1199231243
23674,8356,31422,6114,5794,16536,29794,14410,-2050606180
266,21957,24579,10074,16784,13980,9761,15938,-1405972175
4249,9538,28950,14334,12238,26062,15555,31733,-2203549231
24371,11591,4717,23026,15076,25836,7393,19279,-821695125
30612,28212,19524,26134,5054,23509,18208,26936,-3135962037
32208,10675,9746,14512,16729,18297,18354,4895,187105378
32383,25501,27030,10195,13940,23717,31132,10201,-2197805585
16850,17121,32112,651,19273,2694,30351,7661,-1402028001
11277,26022,17994,16107,11190,1759,532,24208,-638189985
12965,22315,32493,26455,10725,28926,13931,3046,-2079409502
28963,28962,11566,13198,540,19997,27010,32551,-2611068679
15277,9832,9472,28823,17510,13497,27124,26109,-1749371752
24718,11640,30658,30903,15069,15019,5010,20615,-1186049502
21881,1571,5802,22245,7225,19350,13633,31034,-1283529211
4245,30089,3173,31446,28558,866,10958,14552,-794438067
13710,8061,523,31934,15363,30654,206,1348,-159301459
31091,28866,6114,13545,6934,30102,7987,5179,-1544679822
22617,20723,22312,6268,7505,29997,27626,23537,-2431658013
18112,19878,28980,21999,19692,15065,13916,31498,-2078048924
14006,26661,20781,6595,101,16292,5485,2475,-1126520354
1986,23921,17917,29807,15186,18968,15908,18737,-2534212114
20902,28775,13823,20822,23930,3296,26499,1807,2812496
21387,20446,16460,21512,4131,5823,1929,31342,-1473409290
4815,18123,467,23632,1161,29342,3527,16444,-1832870935
31167,27944,1626,2006,8704,780,18392,16204,374112923
9353,22893,17329,16387,9150,4500,17894,23256,-1417283380
1395,30644,30561,8707,24323,22765,12138,11782,-2274442557
19480,985,29191,22686,29323,5645,10877,9360,71547303
1797,1592,30940,31566,11368,18918,12188,18890,-1966136897
24512,1346,16824,30261,29662,26732,9234,20273,-155537642
481,31390,10297,10062,3971,19936,4583,16246,-1669136338
14583,30648,31122,6377,26100,21534,20969,27815,-2218677476
25805,29389,18973,21824,7624,4813,11504,19128,-1160882910
14909,30122,4408,166,14769,27975,9921,18753,-1338672693
1967,13354,6050,30932,14826,16812,114,1856,-506944677
29549,11741,14193,5322,23350,25556,16827,467,297147447
4610,16253,2746,26095,18563,8755,2570,11258,-715144826
40,29609,11363,13509,20963,20742,16269,2169,-1654995602
2127,27992,5500,25330,11088,12894,9490,18236,-1702951407
2677,10749,27161,28868,4177,6035,4933,11142,-1018672524
12944,8428,14075,26504,8681,25961,16186,14108,-1416374431
27542,3875,18046,20323,19272,26124,10930,26837,-626240973
26954,398,6065,6192,24532,8976,15170,32343,730737146
26384,23694,11828,20251,19109,29471,2790,22832,-1379020411
31578,14091,12843,5341,30807,31873,22942,29984,137786993
23706,25697,30647,3588,23503,22625,1360,28113,-333607907
5482,28856,13246,13431,11836,2041,11341,5493,-436048470
22159,31021,26703,32338,6458,28333,20874,17818,-3738864386
26228,24311,14475,6165,10815,18760,15200,5442,-852002848
27119,30634,29144,23294,20366,13173,9839,9136,-701640565
25740,31973,12769,17812,20002,13426,8187,23565,-877437668
7113,22634,25579,6118,6945,29827,28386,11569,-2845163933
22125,28312,18835,4197,14180,6204,16736,24329,-558530432
32730,26036,22405,8623,6772,7701,22596,11815,-1174056508
9846,5992,2219,20073,822,17003,15871,31533,-1523969063
1454,1027,19052,12466,20275,3976,1368,22326,-558001522
9229,4259,28034,32010,8048,8784,1369,12962,-832868699
304,18723,3623,7557,25915,27748,15998,6258,-1233835794
14007,17711,32159,8685,13472,1971,21053,13117,-1274374581
9803,3091,27300,7648,7920,5224,6085,21749,-541971654
17277,10158,25174,29460,30561,3243,4891,6464,362949788
4680,25141,18912,29063,26106,21129,11005,14133,-2055833497
11007,26847,23549,16953,29599,18281,5554,24511,-1422695909
2381,8510,17998,17190,32513,1315,20237,32005,-1696367371
19403,2475,10270,13288,16748,65,29912,14617,-353278898
9973,10498,5333,15991,18931,5679,2423,11028,-120221348
30129,13623,7091,18825,31650,18363,6456,22186,479951145
26541,14102,2631,19782,21707,19268,23219,7964,171521078
28801,5744,27944,30678,16745,8802,29860,20800,-2081642224
32337,32649,521,7,17636,6293,21695,32763,706573981
17811,10287,28988,12783,29141,27174,32613,22945,-1998427582
10262,16354,18128,25736,27728,29813,11752,3721,-1023670828
27202,6317,5866,12468,23017,7453,11660,7585,832069366
23831,1080,15705,31757,3113,18171,29490,30791,-2772841122
19295,9289,16329,20205,16253,25233,31537,3499,-1012924204
19195,8770,4547,18473,32712,20911,9545,17460,157122531
26051,1382,32450,4080,4718,12113,21908,2752,-1231978312
20551,27935,25505,26953,6361,1459,10287,7254,-735863229
2453,30234,15061,6885,23371,23558,2929,24228,-1731739539
15919,3326,895,24439,25449,28851,6872,24839,-608108130
24373,28933,4125,18888,26859,6541,6181,28749,-206285277
11049,29330,12167,9809,11186,10144,8140,19604,-930573873
6639,30963,30126,26275,4039,12360,30538,6018,-2868050706
7082,19037,26200,7309,1062,16356,24822,8601,-2034140841
10908,2226,19439,9379,28092,19819,31034,31932,-1280928823
18544,19455,7468,14268,20702,17453,11722,31682,-990485364
12190,27901,8778,5766,17016,17671,19822,22588,-1179742190
8582,16011,23928,5900,19349,401,18459,8126,-660024774
28829,23551,7866,16659,31639,27669,8122,24561,-425174866
29792,13459,17089,9531,23151,2193,32278,23816,-236819341
22879,1769,14026,5860,2296,20461,30318,31059,-1181873812
15730,8393,30631,11359,14617,28204,4784,13916,-622850258
29183,20782,20070,5350,4775,9704,13939,10715,-798843158
1988,17901,20442,3032,3766,14194,5235,13406,-788529920
24214,2785,23982,21271,27781,15143,2203,2015,1069598890
9458,5473,26993,3119,20693,17249,4057,6937,-59696581
598,22078,263,1233,7542,18323,30639,365,-817098561
7720,23703,30920,17135,3662,18992,32275,12525,-3268944810
421,14915,19557,14444,31151,22793,13874,13846,-1596365737
32730,1390,21062,26662,32074,32047,16797,31746,-389938598
3147,6363,19992,24190,2104,5479,3655,2973,-346465991
31464,32535,25698,3971,17360,26899,15018,10283,-1511463172
195,2665,11422,13643,8845,30069,6107,4807,-427516529
13956,1593,22952,15804,29606,5808,32108,19990,-1297914977
11657,15308,3534,1628,2741,3710,8815,5963,-131422044
6280,6094,23556,25304,7758,11203,17150,30702,-2400852151
8950,32419,26689,8864,29544,13327,226,21441,-727438910
28839,12326,6839,2852,13652,27566,19924,15108,-250864522
11685,28244,28436,11654,4571,27028,19201,19107,-2957309722
708,6897,9980,26769,13654,10430,16171,20156,-1526472331
17693,14396,7993,15424,26824,8792,29415,27243,-614610576
11565,10143,8811,8467,18029,7074,20690,10302,-265557627
32601,5119,27386,30225,25083,29601,1740,28935,-512072096
32693,20842,722,11730,8474,24772,19244,31299,-1240607274
23512,30602,6542,20240,15146,9059,4321,1763,29841109
29485,28883,26049,21454,24972,18532,22996,3957,-965799532
5087,4472,20123,32402,29423,26482,15136,14062,-1457961963
1633,20158,19592,16542,32383,22514,7067,23616,-1860182441
1999,6424,21310,25064,26126,25829,18939,20861,-2080317668
16898,6228,32063,192,23832,27080,14779,16954,-486141196
462,31566,11790,12576,24269,32673,23004,12247,-2890806511
9866,31517,14616,11520,6038,23005,28963,15350,-2531285507
11292,6262,28685,5619,5242,30580,1288,11578,-468644864
1428,14327,31995,28550,6896,8052,28467,17389,-3025561322
14032,17335,3622,28569,22584,4343,953,18694,-591821706
28663,30905,25617,3796,12852,21937,26057,11433,-2041020074
13391,11677,15180,15873,23598,24155,10629,27840,-1138645599
23287,5388,23575,28918,24590,1435,17299,15301,-570838381
4013,29671,32358,25241,24145,22843,29991,31083,-4671818721
25345,12020,20374,429,14947,9421,9648,12137,127626151
2209,29682,1796,21190,13589,8898,1647,1469,-536374080
25606,10117,22657,29588,12780,17252,21579,22322,-1993400977
9031,21529,13130,4125,26216,4233,15859,4582,-163054777
292,8245,8013,10950,3003,23631,5205,9409,-677425540
6599,10020,3603,3969,32011,26118,29405,27897,-534279944
22919,5549,19711,18048,13054,12415,30673,28102,-1762997597
17276,2680,11643,31408,5328,8609,14526,31152,-2157185342
8282,8951,14219,1085,6040,15198,25578,11461,-924323718
12473,3846,13625,7516,15554,24627,10770,4212,-158250443
17714,9538,15668,2188,5642,4158,30130,6562,-852351308
23689,27268,9250,20379,26715,1204,20622,18736,54839057
12759,20288,19530,4471,25667,12543,3880,12038,-113209890
7374,29090,9827,14439,20217,14865,17823,23385,-1592347384
18787,18219,19649,19386,15483,6891,6485,13241,-437569157
13062,30227,23773,23033,25073,30055,27475,7477,-2812741525
18333,4664,3779,2098,7747,6098,26850,32109,-110520852
11125,25787,11136,21655,18648,16179,24150,29723,-2244705973
11564,219,4562,28879,6899,960,2485,4714,-135825128
18820,3098,6021,24981,14242,9979,26291,8112,-247688850
18309,21062,5690,17506,6326,11401,23968,9682,-860390182
22839,9380,5101,5064,16683,8793,17072,32399,94727175
26533,21608,5669,447,816,13602,26618,16660,-861224709
29952,30025,21738,20414,25659,22469,27464,2761,-1118965736
6219,31155,6192,2785,12402,5081,22127,19534,-545210355
2438,16316,17641,19566,27490,16276,9578,3752,-881880065
19184,23299,3146,26705,23569,31367,26589,6209,-1056317856
4555,16182,650,5120,23785,22958,3536,16766,-702647194
21073,17977,22602,32438,19572,28791,26602,9768,-2046540817
31759,24868,12203,2500,8376,15752,11988,17579,-631934541
10900,32512,29459,20431,4061,23488,25561,3159,-3073882105
17892,19326,15030,22260,26176,1146,28222,30841,-1329062977
31361,13524,31206,15560,8840,12993,6808,27051,-1063728487
3102,17977,5193,25260,498,20356,8026,3907,-1009569433
17849,24919,9301,2277,31135,30412,11758,18992,-709456825
31185,26392,2118,19607,24186,17542,16814,4451,336736223
30750,7771,1336,21974,22267,31031,15411,16233,132525215
17061,13394,8056,13934,14476,26839,21104,7699,-779628215
18041,22950,17776,25258,24608,9985,16293,11156,-713246463
3546,3479,11368,11451,7880,15944,12422,28308,-985822360
5134,28700,32040,27819,23674,30712,21660,2501,-3046968134
25927,22732,2179,23737,27179,27317,17083,25507,-1118002901
17767,8657,13269,14963,13156,26585,4188,30228,-1008592621
6086,30845,29352,3738,17037,13726,32252,29204,-2751069066
16518,3042,18389,31715,4961,7280,24679,27670,-2543183746
23721,15476,1839,27212,26453,21883,28059,1237,407110202
4158,9286,13257,8654,23456,29225,9971,23680,-1021962239
19620,31692,4957,11555,20772,6189,6876,28957,-314566468
27599,832,20209,26083,29224,7098,19001,29363,-698475567
31576,25348,27225,23468,30879,11422,29261,20398,-1179678855
15068,8991,20077,12951,13146,25694,30949,26478,-1994465442
14945,21890,26734,29291,28711,19901,23095,19333,-2380544546
81,29215,21694,13015,11563,30828,18949,3248,-2706121743
14310,20872,19644,11108,13060,15407,29374,15018,-1757076881
5037,25660,29594,11805,17190,14336,32136,978,-2487721096
6506,9733,7538,29149,32165,30835,522,32428,-2080112916
30138,14086,23328,21622,15748,20141,8659,10787,-488704003
12602,9697,29585,21254,26673,26392,10482,5590,-697446063
9772,21404,15367,31236,4335,1490,12383,21534,-1704954115
28442,26960,5189,6242,16281,28175,13078,6988,-816063087
19377,10730,58,17068,333,4772,12206,29506,-1098163492
29137,7586,26766,27785,10551,27614,5913,23334,-1417346224
15351,22912,28670,12293,11788,7948,28484,16971,-2052838455
31893,15247,25435,16904,19442,27786,31760,202,-1229688957
15882,25643,9522,7358,14143,26637,23009,24597,-1717071667
30421,15336,17048,4718,19018,19266,13337,28193,-154632149
15024,5267,2224,2842,10199,14731,9177,6330,74462976
6528,27719,24863,26770,1582,15056,31991,28697,-3941285904
8163,18202,29995,25584,32561,17305,2184,543,-257216623
25037,29817,24134,3919,32230,31917,16655,3418,-1120184507
20766,4634,3065,29206,23987,29336,10475,27468,-944373399
14596,5351,3890,10848,12433,23459,28414,5966,-238620271
15110,32363,26205,26831,22442,5465,16573,19273,-1578387148
25818,15185,23797,15048,19409,9421,13470,8196,-171717016
18166,5142,7480,10095,4088,27103,18361,3407,-473708226
6340,11721,428,24131,14819,22896,24739,4122,-568967186
19910,6584,28373,26486,32151,15171,7974,29945,-958293590
21899,26269,26834,28735,15821,3688,16447,5411,-694517280
12687,12505,5977,12885,31099,25736,17111,25760,-722956026
15925,27075,23884,22782,24184,22931,27327,32288,-3248005820
16886,8300,18951,22152,21508,4734,18560,18165,-860510208
1144,116,6509,10701,6374,30177,12060,25630,-697970961
17575,16523,8549,24494,680,11892,2010,10441,-914964152
2158,25399,30952,7201,6095,16551,630,11967,-1025835591
24832,27389,6983,5014,19812,16472,19643,5146,-244321007
28029,27176,7428,6575,19293,29107,4465,9223,-688116150
23451,22244,23405,20002,30924,9400,12830,646,405761330
6525,19001,28709,9956,11109,22987,12455,27402,-1989361266
5777,12207,16981,265,7428,1441,27483,17908,-892271562
24188,22512,20467,28406,22629,22511,11384,23878,-1741427183
22513,11352,619,3711,3515,29210,15591,12770,-619058025
6920,15257,18716,17981,18402,20146,29032,8938,-1768241014
7383,25613,17523,18115,32168,3520,23377,27489,-1520567380
17854,15180,16138,14498,55,17328,27218,23406,-2081343143
14807,13100,24977,29286,22690,17819,16071,18450,-1678414328
2762,23415,12987,21466,482,26901,5898,2339,-1510766784
31873,17401,2106,16660,32612,29313,19288,31269,-64436374
28978,12105,27766,28953,6531,22018,23056,18082,-2481985117
14790,20603,20478,1398,21019,28167,26234,1024,-1616242139
8325,8956,64,1793,7351,11017,2439,20413,-148485848
32606,1824,12788,30139,19948,22949,19803,19768,-480946531
7255,19117,4052,16231,17546,12514,13545,8869,-621593269
28044,22964,17296,15918,6889,10054,11099,2721,-545958365
17330,29031,26960,17905,15308,17835,12519,1255,-1224953367
6438,9552,7874,14321,4861,17969,32070,7622,-1004056051
20602,25706,24249,9946,30214,9217,7191,6778,287455173
17394,575,9947,3768,11096,8097,23088,11710,-170907411
20655,453,9156,23989,32241,10262,30740,1722,677026202
16987,23734,27206,9760,21775,25495,530,15148,-794965335
30521,17752,13629,13463,26153,10788,13113,25014,182432083
1512,23514,32480,16989,463,9373,27022,9057,-2502535020
18520,4135,14955,31530,18226,22692,32539,25387,-2086724890
9570,8204,31525,2194,8954,28579,16021,24845,-1416723788
16031,17960,14170,25103,22349,2760,17008,10729,-403278030
4919,18854,13658,5268,26414,10755,5756,21275,-527106599
22465,29700,19694,412,29733,24270,25115,20814,-1112149595
2955,26694,21046,11411,13186,26386,12375,15883,-2214167616
20951,7648,13833,11767,31605,3132,25365,28992,-107688657
3175,32258,28622,18112,31457,12220,9345,19706,-1837447487
12237,26401,11277,25904,5915,10086,20316,14722,-1608740218
4039,19307,14444,24872,16599,24002,13339,55,-1180817675
22736,239,16855,18799,24464,2519,3098,18325,317777761
28730,2599,14062,32406,23170,11603,23577,31026,-1402934981
